T,Eye0_fr,Eye1_fr,Scene_fr,L_gv_1,L_gv_2,L_gv_3,R_gv_1,R_gv_2,R_gv_3,Confidence,POR_1,POR_2,L_pd,R_pd
535489.8927735,6675,6675,1671,-0.252916395945786,-0.436948408114359,0.863197187963517,0.711380678799752,-0.333059268022156,0.618877252623613,1,308.486610777813,1252.43579876884,4.56093443098322,3.80958190663298
535489.8969735,6675,6675,1671,-0.252916395945786,-0.436948408114359,0.863197187963517,0.71156172266392,-0.333102399272263,0.618645865126906,1,308.504227529173,1252.80352514718,4.55609907997442,3.80227464452069
535489.9011735,6676,6676,1671,-0.253117619701481,-0.436356096341259,0.863437796128056,0.71156172266392,-0.333102399272263,0.618645865126906,1,309.106634830853,1252.59776834616,4.55492389845387,3.7985541294346
535489.9053735,6676,6676,1672,-0.253117619701481,-0.436356096341259,0.863437796128056,0.711241498194244,-0.333061087166322,0.619036221445883,1,309.039769070113,1251.94997000562,4.54775402650894,3.80150078402655
535489.9095735,6677,6677,1672,-0.25315755154387,-0.436713058139834,0.863245595961235,0.711241498194244,-0.333061087166322,0.619036221445883,1,308.681869032846,1251.93411885323,4.53926146161972,3.80201358968187
535489.9137735,6677,6677,1672,-0.25315755154387,-0.436713058139834,0.863245595961235,0.710966000946954,-0.332782621778666,0.619502277751756,1,308.870484045472,1251.36155118297,4.54220224867366,3.79568828933321
535489.9179735,6678,6678,1672,-0.252551821521047,-0.436310297477934,0.863626598572044,0.710966000946954,-0.332782621778666,0.619502277751756,1,309.256192117072,1251.86587204366,4.55085194549223,3.78674629466371
535489.9221735,6678,6678,1672,-0.252551821521047,-0.436310297477934,0.863626598572044,0.711245785988122,-0.332899192096879,0.619118373023596,1,309.233252306653,1252.4357821567,4.54885426100345,3.78142632378869
535489.9263735,6679,6679,1672,-0.252575415847859,-0.436082676018946,0.863734657742433,0.711245785988122,-0.332899192096879,0.619118373023596,1,309.46277784776,1252.40333914666,4.5408624426851,3.78772160602758
535489.9305735,6679,6679,1672,-0.252575415847859,-0.436082676018946,0.863734657742433,0.711435453104164,-0.333142355495734,0.618769558916103,1,309.28139538119,1252.80151905251,4.54367573069753,3.80199517562668
535489.9347735,6680,6680,1672,-0.253241010448934,-0.436465478880109,0.863346324699863,0.711435453104164,-0.333142355495734,0.618769558916103,1,308.917006682521,1252.24467522085,4.55071604793166,3.80318919515014
535489.9389735,6680,6680,1673,-0.253241010448934,-0.436465478880109,0.863346324699863,0.71155913928357,-0.332868944430574,0.618774480029438,1,309.235872712358,1252.47540726973,4.54194875742839,3.78752878792623
535489.9431735,6681,6681,1673,-0.252714348006161,-0.436759989044086,0.863351707175026,0.71155913928357,-0.332868944430574,0.618774480029438,1,308.923099864406,1252.94756070611,4.5241018001261,3.77913909231319
535489.9473735,6681,6681,1673,-0.252714348006161,-0.436759989044086,0.863351707175026,0.711524460788168,-0.332913932978301,0.618790154195288,1,308.86579998232,1252.88072472203,4.51993182847373,3.78576637118309
535489.9515735,6682,6682,1673,-0.252933588525096,-0.437004068311128,0.863163972878468,0.711524460788168,-0.332913932978301,0.618790154195288,1,308.626873789204,1252.70368401313,4.52916308689397,3.7872500524769
535489.9557735,6682,6682,1673,-0.252933588525096,-0.437004068311128,0.863163972878468,0.711398257324983,-0.333098861596934,0.618835735779541,1,308.39699829782,1252.4619085918,4.53681596810674,3.77628129827798
535489.9599735,6683,6683,1673,-0.252719072693373,-0.436691630532664,0.863384902647554,0.711398257324983,-0.333098861596934,0.618835735779541,1,308.704818247113,1252.63134639735,4.53737941544483,3.76821289108666
535489.9641735,6683,6683,1673,-0.252719072693373,-0.436691630532664,0.863384902647554,0.711495360472622,-0.333090965428653,0.618728341661947,1,308.745717245153,1252.82639526293,4.53219557565248,3.76917529202148
535489.9683735,6684,6684,1673,-0.253507641322032,-0.436807187859753,0.863095218631986,0.711495360472622,-0.333090965428653,0.618728341661947,1,308.653416026668,1252.14844757999,4.52731948371006,3.76871882816312
535489.9725735,6684,6684,1674,-0.253507641322032,-0.436807187859753,0.863095218631986,0.711067433434954,-0.333543284829707,0.618976560342342,1,308.051044928308,1251.3172994606,4.53084703628508,3.76356126069371
535489.9767735,6685,6685,1674,-0.253733257113453,-0.436238317115112,0.863316607575213,0.711067433434954,-0.333543284829707,0.618976560342342,1,308.630429040881,1251.09123874938,4.53869583359614,3.7631532695496
535489.9809735,6685,6685,1674,-0.253733257113453,-0.436238317115112,0.863316607575213,0.711081749202065,-0.333017375870253,0.619243226301445,1,309.167725278357,1251.08441374519,4.53970658132654,3.7700204019576
535489.9851735,6686,6686,1674,-0.253692028637321,-0.43674879477979,0.863070590892936,0.711081749202065,-0.333017375870253,0.619243226301445,1,308.652594403863,1251.14717381805,4.53523482145086,3.77475313974261
535489.9893735,6686,6686,1674,-0.253692028637321,-0.43674879477979,0.863070590892936,0.710887125964501,-0.333360395061362,0.619282117570389,1,308.239919262269,1250.77908489595,4.53427521595169,3.77230875915755
535489.9935735,6687,6687,1674,-0.254444962050763,-0.436490849684696,0.862979431636999,0.710887125964501,-0.333360395061362,0.619282117570389,1,308.52248368819,1250.10919098073,4.53667654923202,3.76571635186975
535489.9977735,6687,6687,1674,-0.254444962050763,-0.436490849684696,0.862979431636999,0.710849604367503,-0.333243424356454,0.619388133639764,1,308.628378119533,1250.02590587086,4.53636104187513,3.75856121567897
535490.0019735,6688,6688,1674,-0.254676067131049,-0.436399642453283,0.862957387648608,0.710849604367503,-0.333243424356454,0.619388133639764,1,308.727377601681,1249.81926663786,4.5301324605245,3.75420022314354
535490.0061735,6688,6688,1675,-0.254676067131049,-0.436399642453283,0.862957387648608,0.710588521340203,-0.332846575110261,0.619900887865886,1,309.041596026164,1249.26841185124,4.51734543898728,3.75260235968649
535490.0103735,6689,6689,1675,-0.254732390372325,-0.43627861696816,0.86300195693379,0.710588521340203,-0.332846575110261,0.619900887865886,1,309.165248176899,1249.21280453511,4.50420583208208,3.74873632850625
535490.0145735,6689,6689,1675,-0.254732390372325,-0.43627861696816,0.86300195693379,0.710988727074513,-0.332951540592105,0.619385422487735,1,309.193798351957,1250.02375781371,4.50037841254155,3.74162498585099
535490.0187735,6690,6690,1675,-0.254948779125916,-0.43629783316942,0.862928340474384,0.710988727074513,-0.332951540592105,0.619385422487735,1,309.181226312532,1249.83563002213,4.50270426135709,3.73696859291353
535490.0229735,6690,6690,1675,-0.254948779125916,-0.43629783316942,0.862928340474384,0.710632131370956,-0.33300732034369,0.619764550826109,1,309.004572833864,1249.12279317099,4.50061207400381,3.73767998195401
535490.0271735,6691,6691,1675,-0.254988193810368,-0.436088008199826,0.863022751798373,0.710632131370956,-0.33300732034369,0.619764550826109,1,309.217206895596,1249.07728950575,4.49737629799132,3.74166630426498
535490.0313735,6691,6691,1675,-0.254988193810368,-0.436088008199826,0.863022751798373,0.711363659735553,-0.332538885917542,0.619176576559839,1,309.939816779065,1250.51740355345,4.50419015799148,3.74812372153522
535490.0355735,6692,6692,1676,-0.25502718918966,-0.436139454273423,0.862985231159898,0.711363659735553,-0.332538885917542,0.619176576559839,1,309.889160643862,1250.48605670458,4.51574556494295,3.75869339709019
535490.0397735,6692,6692,1676,-0.25502718918966,-0.436139454273423,0.862985231159898,0.71130504719001,-0.332645375608588,0.619186711685772,1,309.761166563589,1250.37508554912,4.51710578348258,3.7683852256426
535490.0439735,6693,6693,1676,-0.254842081975107,-0.43606680704576,0.863076620612277,0.71130504719001,-0.332645375608588,0.619186711685772,1,309.828516059427,1250.53297587118,4.51055705456058,3.76218572901109
535490.0481735,6693,6693,1676,-0.254842081975107,-0.43606680704576,0.863076620612277,0.711035559704565,-0.333008051320275,0.619301276110012,1,309.369305521787,1250.01478868667,4.5087946151654,3.73990824347749
535490.0523735,6694,6694,1676,-0.255260223979625,-0.435765230017787,0.863105371528539,0.711035559704565,-0.333008051320275,0.619301276110012,1,309.686742605227,1249.63317193142,4.51068533198501,3.72471411340229
535490.0565735,6694,6694,1676,-0.255260223979625,-0.435765230017787,0.863105371528539,0.710845700734515,-0.332539286965169,0.619770935404327,1,310.097791658382,1249.21960784015,4.50664576074573,3.72714571563696
535490.0607735,6695,6695,1676,-0.255270094629591,-0.435765296420762,0.863102418733214,0.710845700734515,-0.332539286965169,0.619770935404327,1,310.098049253302,1249.21096731943,4.49745877000399,3.73586431926632
535490.0649735,6695,6695,1676,-0.255270094629591,-0.435765296420762,0.863102418733214,0.710919011475732,-0.332710486683378,0.619594941210206,1,309.949317572387,1249.36990672378,4.49073715470623,3.74110515160179
535490.0691735,6696,6696,1677,-0.255111641238576,-0.435502340151009,0.863281971448238,0.710919011475732,-0.332710486683378,0.619594941210206,1,310.209234326075,1249.49474518868,4.49221851868002,3.73833782963814
535490.0733735,6696,6696,1677,-0.255111641238576,-0.435502340151009,0.863281971448238,0.710859522277146,-0.332644408260403,0.619698666483151,1,310.256017537491,1249.37068938019,4.50509299076883,3.73080125850604
535490.0775735,6697,6697,1677,-0.255069212562263,-0.435898810512847,0.863094388694743,0.710859522277146,-0.332644408260403,0.619698666483151,1,309.855007603977,1249.42873059255,4.51778855374601,3.73254383781272
535490.0817735,6697,6697,1677,-0.255069212562263,-0.435898810512847,0.863094388694743,0.711102657208767,-0.332062559209329,0.619731770754076,1,310.527492292431,1249.87851576804,4.51117001404016,3.74437609867623
535490.0859735,6698,6698,1677,-0.255266702781368,-0.436129286907826,0.86291955334921,0.711102657208767,-0.332062559209329,0.619731770754076,1,310.301572652034,1249.71800020584,4.49282475466899,3.74611133838355
535490.0901735,6698,6698,1677,-0.255266702781368,-0.436129286907826,0.86291955334921,0.710604193535563,-0.332608211878786,0.620010852744102,1,309.57951205639,1248.75272926802,4.48640279122937,3.73328967684119
535490.0943735,6699,6699,1677,-0.2554572190099,-0.436094958656097,0.862880522604645,0.710604193535563,-0.332608211878786,0.620010852744102,1,309.620265939728,1248.58393246004,4.49410496137737,3.72748806581606
